train_logloss,valid_logloss,train_error,valid_error
0.23841232420286027,0.28053941377779334,0.0701219512195122,0.0975609756097561
0.23429288039347385,0.27776165529176955,0.06402439024390244,0.0975609756097561
0.23068757607351717,0.275053217552784,0.06097560975609756,0.0975609756097561
0.22717989702913455,0.272733933496766,0.05945121951219512,0.09146341463414634
0.22352712193685698,0.2698507291242117,0.05945121951219512,0.08536585365853659
0.21982513535086337,0.26654659593250696,0.06097560975609756,0.08536585365853659
0.21652742844392978,0.2638860997266886,0.05945121951219512,0.08536585365853659
0.21335366886199975,0.26181783604367476,0.05335365853658536,0.08536585365853659
0.21025940982579458,0.2590036624815406,0.05335365853658536,0.08536585365853659
0.20716068849376426,0.2570884557577168,0.05487804878048781,0.08536585365853659
0.20423046829996677,0.25479799027486544,0.05182926829268292,0.08536585365853659
0.20149983074970362,0.2525616701147178,0.05030487804878049,0.07926829268292683
0.1987820563996892,0.2507151436151528,0.04725609756097561,0.08536585365853659
0.1962902907895424,0.2484290021948698,0.0426829268292683,0.07926829268292683
0.1935489593732466,0.24594621378474119,0.04573170731707317,0.07926829268292683
0.19089806417752875,0.2438212185643795,0.04878048780487805,0.07926829268292683
0.18849625385071084,0.2416105745814559,0.04725609756097561,0.07926829268292683
0.1861777260172658,0.24000866186418912,0.04878048780487805,0.07926829268292683
0.18394086361726428,0.23812491730673285,0.04725609756097561,0.07926829268292683
0.18158478277349255,0.2357450504900842,0.04725609756097561,0.07317073170731707
0.17928854729298774,0.2340337590927758,0.04573170731707317,0.07317073170731707
0.17717456755728075,0.23308521983917893,0.04725609756097561,0.07926829268292683
0.17489651375359333,0.23207447216732474,0.04573170731707317,0.07926829268292683
0.17287496877720626,0.23027515113808034,0.04573170731707317,0.07317073170731707
0.17071122991307297,0.22922089330216006,0.04573170731707317,0.07317073170731707
0.16883775914973784,0.2280329042909349,0.0426829268292683,0.07317073170731707
0.16681406259673034,0.2268797110130147,0.03963414634146342,0.07317073170731707
0.16487298107410714,0.22541080801407012,0.03963414634146342,0.07317073170731707
0.16275585117386426,0.22456158443195065,0.03963414634146342,0.06707317073170732
0.161058562773666,0.22300584723309771,0.03963414634146342,0.06707317073170732
0.15941868729253367,0.22248044984824047,0.03963414634146342,0.07317073170731707
0.1577025399906788,0.22054432920839,0.03963414634146342,0.06707317073170732
0.15614540682446848,0.21944302618049266,0.03810975609756097,0.06707317073170732
0.154579823870757,0.2178763263381836,0.03810975609756097,0.06707317073170732
0.1529090855463703,0.21692290647727688,0.03810975609756097,0.06707317073170732
0.15133186730715195,0.21567255035951372,0.03658536585365853,0.06707317073170732
0.14976629258201615,0.21489028057946666,0.03658536585365853,0.06707317073170732
0.14819218580633764,0.21388829747078622,0.03353658536585366,0.06707317073170732
0.146766806501191,0.21218542164055312,0.03201219512195122,0.06707317073170732
0.14520293505146828,0.21179539807958575,0.03201219512195122,0.07317073170731707
0.14361493151759866,0.2105882056398181,0.03201219512195122,0.07317073170731707
0.14225425567512015,0.20969277212577986,0.03048780487804878,0.06707317073170732
0.14103885584442719,0.20926028243606773,0.03201219512195122,0.07317073170731707
0.13976879810868967,0.20876950381051113,0.03201219512195122,0.07317073170731707
0.13838828857647392,0.20783874414088885,0.03353658536585366,0.07317073170731707
0.1372359874033619,0.20747335438003264,0.03201219512195122,0.07317073170731707
0.13600702628652314,0.20702095347933652,0.03201219512195122,0.07317073170731707
0.13463288372973117,0.206179939960016,0.03201219512195122,0.07317073170731707
0.13335649227643975,0.2055934191477008,0.03201219512195122,0.07317073170731707
0.13208276640748742,0.20431855899031934,0.03201219512195122,0.07317073170731707
0.1307903065334824,0.2030793227959515,0.03201219512195122,0.07317073170731707
0.1297025074756409,0.20296060372280275,0.03201219512195122,0.07317073170731707
0.12891983816956692,0.20229444367720223,0.03201219512195122,0.07317073170731707
0.1278219409230188,0.2010946231894195,0.03201219512195122,0.07317073170731707
0.12691642705169393,0.2003483986709176,0.03201219512195122,0.07317073170731707
0.12604509762533736,0.19976152652283993,0.03201219512195122,0.07317073170731707
0.12502638911601247,0.19905817556399397,0.03201219512195122,0.07317073170731707
0.12403890757151402,0.1984893646000362,0.03201219512195122,0.07317073170731707
0.12289245924117362,0.19798578788730792,0.03201219512195122,0.07317073170731707
0.12173400765069102,0.19710858628471814,0.03201219512195122,0.07317073170731707
0.12081494161052765,0.1964892898799806,0.03201219512195122,0.07317073170731707
0.12008536786760954,0.19618644631217894,0.03201219512195122,0.07317073170731707
0.11909948136350822,0.19573513978365353,0.03201219512195122,0.06707317073170732
0.11831744891171139,0.19558846119155243,0.03201219512195122,0.06707317073170732
0.1172787980772782,0.19516382216498618,0.03048780487804878,0.06707317073170732
0.11629628138503105,0.19497415069036367,0.03048780487804878,0.06707317073170732
0.11531701734397425,0.19473622062402526,0.03048780487804878,0.07317073170731707
0.11444836267747166,0.194047983730121,0.03048780487804878,0.06097560975609756
0.11365066802770854,0.19383470903196168,0.02896341463414634,0.06097560975609756
0.11271442448515899,0.19382290167893032,0.02896341463414634,0.06707317073170732
0.11186991460910975,0.19308159488435017,0.02896341463414634,0.06097560975609756
0.11092651502666541,0.19315118151262584,0.02896341463414634,0.06097560975609756
0.11015003434348307,0.19317477585452542,0.02896341463414634,0.06097560975609756
0.10922431458560068,0.19280465063638985,0.02591463414634146,0.06097560975609756
0.10836134950073845,0.1924996529081155,0.02591463414634146,0.06097560975609756
0.10756205053710402,0.1922594760998902,0.02591463414634146,0.06097560975609756
0.1068177369718508,0.1926092277678502,0.02439024390243903,0.06097560975609756
0.10606958843744928,0.1924117385841361,0.02439024390243903,0.06097560975609756
0.10548226789872321,0.1925101651605673,0.02439024390243903,0.06097560975609756
0.10472627545184479,0.19205889502176787,0.02439024390243903,0.06097560975609756
0.10395946267214264,0.19211329984274217,0.02439024390243903,0.06097560975609756
0.10315320384546706,0.19190249538685128,0.02439024390243903,0.06097560975609756
0.10258722375572954,0.19182854470592448,0.02439024390243903,0.06097560975609756
0.10181246341416249,0.1917655264402217,0.02439024390243903,0.06097560975609756
0.10124271856649301,0.1915325900176313,0.02439024390243903,0.06097560975609756
0.10051846966181495,0.19137540624317964,0.02286585365853658,0.06097560975609756
0.09989641614758023,0.19068677406530918,0.02439024390243903,0.06097560975609756
0.09930151751088886,0.19098601452211236,0.02286585365853658,0.06097560975609756
0.09871482394107549,0.19066073183856178,0.02439024390243903,0.06097560975609756
0.09803231595731454,0.19023620980087577,0.02439024390243903,0.06097560975609756
0.09725988956122864,0.19004924044512758,0.02439024390243903,0.06097560975609756
0.09651175768628557,0.18988235853044544,0.02286585365853658,0.06097560975609756
0.09594077032794836,0.18988785037498285,0.02439024390243903,0.06097560975609756
0.0954532542481746,0.18916213371018628,0.02591463414634146,0.06097560975609756
0.09498934329433435,0.18879387300268452,0.02591463414634146,0.06097560975609756
0.09456496467606573,0.18818290119922562,0.02591463414634146,0.06097560975609756
0.09387409316074875,0.18825699375635693,0.02591463414634146,0.06097560975609756
0.09340649791893822,0.18776540776782827,0.02591463414634146,0.06097560975609756
0.09287905979833407,0.18757777979381654,0.02591463414634146,0.06097560975609756
0.09232794022593624,0.1879075240264306,0.02591463414634146,0.06097560975609756
0.09192872554966726,0.18758219857302652,0.02591463414634146,0.06097560975609756
0.09124061294402587,0.18793416028365312,0.02591463414634146,0.06097560975609756
0.09069002383223894,0.1877061840680587,0.02439024390243903,0.06097560975609756
0.09006588583707059,0.18740344826393285,0.02286585365853658,0.06097560975609756
0.08942235090554033,0.187305580770665,0.02286585365853658,0.06097560975609756
0.08888699945698424,0.1873301896522185,0.02134146341463415,0.06097560975609756
0.08840809900401637,0.18736488075654317,0.01981707317073171,0.06097560975609756
0.08790729553708466,0.18684967780746975,0.01981707317073171,0.06097560975609756
0.08736004754716371,0.18724720783974613,0.01829268292682927,0.06097560975609756
0.08673821064777014,0.18715594279886474,0.01981707317073171,0.06097560975609756
0.086230602392234,0.18716452395111868,0.01676829268292683,0.06097560975609756
0.08586708760519353,0.18672682343493785,0.01676829268292683,0.06097560975609756
0.0853796632741805,0.18613490563385734,0.01676829268292683,0.06097560975609756
0.08517320969755329,0.1856376232647496,0.01676829268292683,0.06097560975609756
0.08462059797744675,0.18551925820491572,0.01676829268292683,0.06097560975609756
0.08426224003423846,0.18594920910361065,0.01676829268292683,0.06097560975609756
0.08368685673326026,0.18518547026906163,0.01676829268292683,0.06097560975609756
0.08293692889572235,0.1853197251117175,0.01524390243902439,0.06097560975609756
